date,Open,High,Low,Close,Volume
2025-10-31,105.85,107.63,105.75,107.19,2608967.0
2025-10-30,105.97,107.5,105.775,106.84,1503046.0
2025-10-29,106.36,106.84,105.426,105.7,1668694.0
2025-10-28,106.86,107.36,106.1779,106.68,1589707.0
2025-10-27,107.42,107.74,106.77,107.55,1715316.0
2025-10-24,107.48,107.88,106.71,107.18,1673040.0
2025-10-23,108.3,108.3,107.015,107.55,1514192.0
2025-10-22,108.19,108.82,107.07,107.85,1824624.0
2025-10-21,108.49,109.04,107.69,108.18,2172425.0
2025-10-20,107.83,109.1,107.55,108.77,1108866.0
2025-10-17,107.09,108.04,106.9601,107.71,1501451.0
2025-10-16,109.025,109.025,106.4604,106.73,2025015.0
2025-10-15,111.01,112.0,109.39,109.81,1548586.0
2025-10-14,110.24,111.57,109.89,111.51,1788016.0
2025-10-13,110.57,111.59,109.69,110.26,1961958.0
2025-10-10,112.14,112.33,110.64,110.95,1480760.0
2025-10-09,112.4,113.36,110.75,111.17,1622550.0
2025-10-08,113.0,113.285,111.7401,111.9,1756727.0
2025-10-07,113.33,113.9,112.55,112.93,1719378.0
2025-10-06,112.39,113.39,111.37,113.07,1607019.0
2025-10-03,110.57,112.42,110.06,112.32,1621347.0
2025-10-02,110.3,111.19,109.66,110.6,1704231.0
2025-10-01,111.0,111.34,110.17,110.75,1708950.0
2025-09-30,111.37,111.85,110.5975,111.7,2523054.0
2025-09-29,111.45,111.66,110.7,111.35,2286243.0
2025-09-26,110.3,111.4425,109.94,111.36,1878532.0
2025-09-25,109.57,110.11,108.62,109.48,1913151.0
2025-09-24,108.19,109.36,107.91,109.31,2134291.0
2025-09-23,107.35,109.415,106.85,108.23,2539896.0
2025-09-22,107.77,108.17,107.23,107.4,2673822.0
2025-09-19,108.37,108.5725,107.795,108.04,6940718.0
2025-09-18,108.69,109.34,107.98,108.0,3167909.0
2025-09-17,107.99,109.99,107.1,109.23,2354386.0
2025-09-16,108.01,108.1145,106.955,107.63,2874541.0
2025-09-15,109.04,109.29,108.2,108.41,1836514.0
2025-09-12,108.51,109.51,108.12,109.13,1799997.0
2025-09-11,107.18,108.75,106.925,108.69,1927219.0
2025-09-10,105.86,107.29,105.66,107.23,2093187.0
2025-09-09,106.22,106.96,105.48,106.28,1833393.0
2025-09-08,106.31,106.55,104.6569,106.34,2971259.0
2025-09-05,108.51,108.945,106.3,106.93,2547829.0
2025-09-04,107.15,108.765,106.7,108.55,2429654.0
2025-09-03,105.09,106.82,104.75,106.74,2166834.0
2025-09-02,106.63,106.8,104.97,105.62,2980072.0
2025-08-29,106.39,107.18,106.295,106.86,2399020.0
2025-08-28,107.13,107.215,105.791,106.1,2439606.0
2025-08-27,107.79,108.41,107.41,107.41,3554791.0
2025-08-26,106.94,108.22,106.3826,108.16,4624500.0
2025-08-25,108.26,108.71,107.34,107.38,1719708.0
2025-08-22,108.67,109.65,108.32,108.46,2230970.0
2025-08-21,107.86,108.54,107.54,108.19,3395452.0
2025-08-20,106.63,108.635,106.5,107.9,2684861.0
2025-08-19,105.71,106.97,105.525,106.89,2275425.0
2025-08-18,105.44,105.815,104.99,105.76,1771743.0
2025-08-15,105.785,106.155,105.15,105.38,2645889.0
2025-08-14,105.92,105.92,104.95,105.3,2575059.0
2025-08-13,104.09,105.85,103.8,105.7,2447468.0
2025-08-12,104.51,104.8,103.51,103.55,3231493.0
2025-08-11,103.95,104.35,103.28,104.17,2013062.0
2025-08-08,102.57,103.795,101.49,103.52,2014653.0
2025-08-07,102.47,103.78,101.49,102.28,3676048.0
2025-08-06,101.5,102.6,97.47,102.31,3640277.0
2025-08-05,99.1,99.6,98.625,98.92,2985544.0
2025-08-04,98.06,98.7,97.63,98.56,2033465.0
2025-08-01,99.41,99.41,96.95,98.09,2768318.0
2025-07-31,98.36,100.23,98.05,99.36,3106208.0
2025-07-30,100.72,100.72,98.11,98.59,2508746.0
2025-07-29,101.53,102.08,100.59,100.82,2002778.0
2025-07-28,103.0,103.29,100.735,100.88,1877566.0
2025-07-25,102.63,103.53,102.0,103.37,2023594.0
2025-07-24,102.55,103.22,102.12,102.45,2409429.0
2025-07-23,103.09,103.1545,102.01,102.89,1687114.0
2025-07-22,101.28,102.84,100.74,102.7,1970102.0
2025-07-21,101.95,102.38,101.11,101.12,2101968.0
2025-07-18,101.68,102.51,101.2,101.83,4577769.0
2025-07-17,101.0,101.655,100.65,101.42,1955794.0
2025-07-16,100.98,101.52,100.05,101.44,1606758.0
2025-07-15,102.08,102.66,100.58,100.62,1695896.0
2025-07-14,101.41,102.73,100.86,102.67,2048876.0
2025-07-11,101.54,102.03,101.17,101.57,1348231.0
2025-07-10,101.73,102.31,101.095,102.28,2123923.0
2025-07-09,103.0,103.05,101.6,101.91,1689173.0
2025-07-08,102.3,103.6425,102.21,103.24,2434246.0
2025-07-07,104.37,104.56,102.65,102.88,1667600.0
2025-07-03,104.22,104.7199,103.67,104.57,994901.0
2025-07-02,105.49,105.77,102.775,103.52,1968331.0
2025-07-01,105.2,106.48,104.8,105.78,2519029.0
2025-06-30,104.92,105.58,104.45,105.46,2628119.0
2025-06-27,104.07,105.28,103.74,105.07,11667992.0
2025-06-26,102.33,104.09,102.19,103.91,2149039.0
2025-06-25,103.92,104.0,102.19,102.48,2273245.0
2025-06-24,104.79,105.19,103.62,104.16,1977778.0
2025-06-23,103.25,104.93,102.88,104.84,2156652.0
2025-06-20,101.97,103.73,101.11,103.3,6258903.0
2025-06-18,102.25,103.68,102.1531,102.63,2127293.0
2025-06-17,102.68,102.995,101.41,102.09,2056900.0
2025-06-16,102.77,103.28,102.33,102.72,2160874.0
2025-06-13,102.25,103.055,101.01,102.18,2259305.0
2025-06-12,100.525,102.69,100.215,102.63,1800580.0
2025-06-11,102.21,102.4,100.99,101.35,2282494.0
